# Simulation 5 (Up to date)
# 355 data points written for 49 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-9.1985,0,9.1985,0,0,0,0,0,0,90,0,0,0,434.67,59.977,0.071489,0.0014804,NaN,79.709,NaN,0.0061117,149810,0.25804,0,0.8486,0,0.67192,0.056676,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0015915
0.01,0,0,-8.0112,0,8.0112,0,0,0,0,0,0,90,0,0,0,434.67,59.977,0.071489,0.0014804,NaN,79.709,NaN,0.0062197,152457,0.77412,0,0.84574,0,0.66906,0.056677,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0019419
0.02,0,0,-6.8236,0,6.8236,0,0,0,0,0,0,90,0,0,0,434.62,59.931,0.071487,0.0014803,NaN,79.707,NaN,0.0063277,155104,1.2902,0,0.84294,0,0.66626,0.056677,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0021773
0.03,0,0,-5.6357,0,5.6357,0,0,0,0,0,0,90,0,0,0,434.57,59.885,0.071484,0.0014803,NaN,79.704,NaN,0.0064357,157751,1.8063,0,0.8402,0,0.66352,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0023898
0.04,0,0,-4.4476,0,4.4476,0,0,0,0,0,0,90,0,0,0,434.53,59.838,0.071482,0.0014803,NaN,79.702,NaN,0.0065437,160398,2.3224,0,0.83753,0,0.66085,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0026047
0.05,0,0,-3.2592,0,3.2592,0,0,0,0,0,0,90,0,0,0,434.48,59.792,0.07148,0.0014803,NaN,79.7,NaN,0.0066517,163045,2.8384,0,0.83492,0,0.65823,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0028029
0.06,0,0,-2.0706,0,2.0706,0,0,0,0,0,0,90,0,0,0,434.44,59.746,0.071478,0.0014803,NaN,79.697,NaN,0.0066163,162179,3.3545,0,0.83577,0,0.65908,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0030417
0.07,0,0,-0.88172,0,0.88172,0,0,0,0,0,0,90,0,0,0,434.39,59.7,0.071476,0.0014803,NaN,79.695,NaN,0.006581,161312,3.8706,0,0.83662,0,0.65994,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0032453
0.08,0,0,0.30742,0,0.30742,0,0,0,0,0,0,90,0,0,0,434.34,59.654,0.071473,0.0014803,NaN,79.693,NaN,0.0065456,160446,4.3867,0,0.83748,0,0.6608,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,90,0,NaN,15,1013.2,340.39,0.01,0.0034452
0.09,1.5407e-5,0.0030831,1.4968,0.0030831,1.4968,0,0,0,0,0,0,89.92,0,0,0,434.3,59.607,0.071471,0.0014803,NaN,79.691,NaN,0.0065103,159579,4.9028,0,0.83835,5.672e-9,0.66167,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9475e-7,90,0,NaN,15,1013.2,340.39,0.01,0.0036474
0.1,1.2112e-4,0.018061,2.6864,0.018061,2.6864,0,0,0,0,0,0,89.53,0,0,0,434.25,59.561,0.071469,0.0014803,NaN,79.688,NaN,0.0064751,158718,5.4189,6.9685e-9,0.83922,1.1555e-6,0.66254,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3125e-6,90,0,NaN,15,1013.2,340.39,0.01,0.0038595
0.11,4.361e-4,0.044937,3.8763,0.044937,3.8763,0,0,0,0,0,0,88.831,0,0,0,434.2,59.515,0.071467,0.0014803,NaN,79.686,NaN,0.0064689,158566,5.9349,1.0669e-7,0.83938,1.7725e-5,0.66269,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7535e-6,90,0,NaN,15,1013.2,340.39,0.01,0.0041066
0.12,0.0010793,0.083712,5.0665,0.083712,5.0665,0,0,0,0,0,0,87.82,0,0,0,434.16,59.469,0.071464,0.0014803,NaN,79.684,NaN,0.0064649,158468,6.451,6.8334e-7,0.83948,1.1367e-4,0.66279,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0718e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0043153
0.13,0.0021698,0.13439,6.2569,0.13439,6.2569,0,0,0,0,0,0,86.499,0,0,0,434.11,59.423,0.071462,0.0014803,NaN,79.681,NaN,0.006465,158470,6.9671,2.7912e-6,0.83947,4.6428e-4,0.66279,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7207e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0045169
0.14,0.0038266,0.19697,7.4503,0.19697,7.4503,0,0,0,0,0,0,84.87,0,0,0,434.07,59.376,0.07146,0.0014803,NaN,79.679,NaN,0.0064715,158630,7.4844,8.644e-6,0.83931,0.0014349,0.66263,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5219e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0051872
0.15,0.006169,0.27149,8.7368,0.27149,8.7368,0,0,0,0,0,0,82.938,0,0,0,434.01,59.323,0.071457,0.0014803,NaN,79.676,NaN,0.0064875,159021,8.0418,2.2175e-5,0.83892,0.003663,0.66223,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4761e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0054494
0.16,0.0093209,0.35889,10.07,0.35889,10.07,0,0,0,0,0,0,80.799,0,0,0,433.92,59.232,0.071453,0.0014803,NaN,79.672,NaN,0.0065937,161623,8.6187,4.9314e-5,0.83632,0.0078857,0.65963,0.056678,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5951e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0058312
0.17,0.013413,0.45964,11.405,0.45964,11.405,0,0,0,0,0,0,78.402,0,0,0,433.8,59.112,0.071447,0.0014803,NaN,79.666,NaN,0.0067165,164634,9.1956,9.9337e-5,0.83338,0.015309,0.65669,0.056679,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.885e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0071055
0.18,0.01858,0.57374,12.741,0.57374,12.741,0,0,0,0,0,0,75.777,0,0,0,433.68,58.992,0.071441,0.0014802,NaN,79.66,NaN,0.0068602,168156,9.7724,1.8453e-4,0.83003,0.027259,0.65335,0.056679,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3459e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0074754
# Event LIFTOFF occurred at t=0.19 seconds
0.19,0.024955,0.7012,14.078,0.7012,14.078,0,0,0,0,0,0,72.958,0,0,0,433.56,58.871,0.071435,0.0014802,NaN,79.654,NaN,0.007029,172295,10.349,3.2045e-4,0.82622,0.045091,0.64954,0.05668,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9778e-5,90,0,NaN,15,1013.2,340.39,0.01,0.0077143
0.2,0.032671,0.84203,15.415,0.84203,15.415,0,0,0,0,0,0,69.985,0,0,0,433.44,58.751,0.071429,0.0014802,NaN,79.648,NaN,0.0072275,177159,10.926,5.2577e-4,0.8219,0.069976,0.64521,0.056681,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0781e-4,90,0,NaN,15,1013.2,340.39,0.01,0.0079213
0.21,0.041862,0.99623,16.752,0.99623,16.752,0,0,0,0,0,0,66.69,0,0,0,433.32,58.631,0.071424,0.0014802,NaN,79.641,NaN,0.0073962,181295,11.503,8.291e-4,0.81835,0.10537,0.64166,0.056681,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2755e-4,90,0,NaN,15,1013.2,340.39,0.01,0.0081396
0.22,0.052663,1.1638,18.093,1.1638,18.093,0,0,0,0,0,0,63.286,0,0,0,433.2,58.51,0.071418,0.0014802,NaN,79.635,NaN,0.0076058,186433,12.081,0.0012524,0.81409,0.15051,0.6374,0.056682,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4901e-4,90,0,NaN,15,1013.2,340.39,0.01,0.0083432
0.23,0.065206,1.3448,19.51,1.3448,19.51,0,0,0,0,0,0,59.827,0,0,0,433.07,58.385,0.071412,0.0014802,NaN,79.629,NaN,0.0078606,192677,12.692,0.0018219,0.80912,0.20499,0.63243,0.056683,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7218e-4,90,0,NaN,15,1013.2,340.39,0.01,0.0085732
0.24,0.079629,1.54,20.967,1.54,20.967,0,0,0,0,0,0,56.352,0,0,0,432.92,58.233,0.071404,0.0014802,NaN,79.621,NaN,0.0081651,200141,13.319,0.0025671,0.80346,0.2677,0.62677,0.056685,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9717e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.0092179
0.25,0.096078,1.7497,22.426,1.7497,22.426,0,0,0,0,0,0,52.907,0,0,0,432.75,58.06,0.071396,0.0014802,NaN,79.613,NaN,0.0085232,208920,13.946,0.0035168,0.79716,0.33657,0.62047,0.056686,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2403e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.0094636
0.26,0.1147,1.9741,23.885,1.9741,23.885,0,0,0,0,0,0,49.485,0,0,0,432.58,57.886,0.071387,0.0014801,NaN,79.604,NaN,0.0089272,218820,14.573,0.0047021,0.79047,0.4102,0.61377,0.056688,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5275e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.0096788
0.27,0.13563,2.213,25.345,2.213,25.345,0,0,0,0,0,0,46.179,0,0,0,432.4,57.713,0.071379,0.0014801,NaN,79.595,NaN,0.0093897,230158,15.2,0.0061429,0.7833,0.48439,0.6066,0.056691,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8335e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.0099495
0.28,0.15903,2.4666,26.806,2.4666,26.806,0,0,0,0,0,0,43.023,0,0,0,432.23,57.54,0.07137,0.0014801,NaN,79.586,NaN,0.0099119,242958,15.827,0.0078593,0.77575,0.55616,0.59904,0.056694,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1581e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.010379
0.29,0.18504,2.7348,28.276,2.7348,28.276,0,0,0,0,0,0,40.039,0,0,0,432.06,57.367,0.071362,0.0014801,NaN,79.578,NaN,0.010494,257224,16.457,0.0098687,0.76794,0.62304,0.59123,0.056697,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5014e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.010686
0.3,0.2138,3.0176,29.782,3.0176,29.782,0,0,0,0,0,0,37.241,0,0,0,431.87,57.179,0.071353,0.0014801,NaN,79.568,NaN,0.011136,272955,17.103,0.012186,0.75998,0.68322,0.58327,0.056701,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8636e-4,90,0,NaN,14.999,1013.2,340.39,0.01,0.010903
0.31,0.24546,3.3156,31.295,3.3156,31.295,0,0,0,0,0,0,34.588,0,0,0,431.66,56.967,0.071342,0.00148,NaN,79.557,NaN,0.011832,290015,17.75,0.014832,0.75202,0.73662,0.5753,0.056705,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2451e-4,90,0,NaN,14.998,1013.2,340.39,0.01,0.011119
0.32,0.28019,3.6287,32.809,3.6287,32.809,0,0,0,0,0,0,32.127,0,0,0,431.44,56.746,0.071331,0.00148,NaN,79.546,NaN,0.012588,308549,18.398,0.017813,0.74405,0.78156,0.56732,0.056711,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.646e-4,90,0,NaN,14.998,1013.2,340.39,0.01,0.011326
0.33,0.31811,3.9569,34.325,3.9569,34.325,0,0,0,0,0,0,29.854,0,0,0,431.21,56.525,0.07132,0.00148,NaN,79.535,NaN,0.013403,328532,19.045,0.021137,0.73615,0.81801,0.55941,0.056717,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0662e-4,90,0,NaN,14.998,1013.2,340.39,0.01,0.012303
0.34,0.3594,4.3003,35.841,4.3003,35.841,0,0,0,0,0,0,27.76,0,0,0,430.99,56.303,0.07131,0.00148,NaN,79.524,NaN,0.014277,349938,19.692,0.024812,0.72837,0.84636,0.55162,0.056724,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5059e-4,90,0,NaN,14.998,1013.2,340.39,0.01,0.012855
0.35,0.40419,4.6588,37.488,4.6588,37.488,0,0,0,0,0,0,25.837,0,0,0,430.77,56.082,0.071299,0.0014799,NaN,79.512,NaN,0.015207,372740,20.396,0.028847,0.72075,0.86729,0.54398,0.056731,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9649e-4,90,0,NaN,14.997,1013.2,340.39,0.01,0.013525
0.36,0.45266,5.0339,39.519,5.0339,39.519,0,0,0,0,0,0,24.454,0,0,0,430.54,55.847,0.071287,0.0014799,NaN,79.5,NaN,0.016246,398209,21.264,0.033271,0.71294,0.87642,0.53616,0.05674,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4451e-4,90,0,NaN,14.997,1013.2,340.39,0.01,0.014049
0.37,0.50497,5.4293,41.577,5.4293,41.577,0,0,0,0,0,0,23.161,0,0,0,430.28,55.593,0.071275,0.0014799,NaN,79.487,NaN,0.017349,425228,22.141,0.038182,0.70535,0.88203,0.52856,0.056751,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9514e-4,90,0,NaN,14.997,1013.2,340.39,0.01,0.014498
0.38,0.56135,5.8452,43.487,5.8452,43.487,0,0,0,0,0,0,21.953,0,0,0,430.02,55.333,0.071262,0.0014799,NaN,79.474,NaN,0.018515,453812,22.955,0.043611,0.69799,0.88453,0.52118,0.056763,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4839e-4,90,0,NaN,14.996,1013.2,340.39,0.01,0.014854
0.39,0.62197,6.2803,45.091,6.2803,45.091,0,0,0,0,0,0,20.83,0,0,0,429.75,55.061,0.071248,0.0014798,NaN,79.46,NaN,0.019741,483859,23.636,0.049567,0.69089,0.88434,0.51406,0.056776,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.041e-4,90,0,NaN,14.996,1013.2,340.39,0.01,0.015217
0.4,0.68703,6.7315,46.689,6.7315,46.689,0,0,0,0,0,0,19.795,0,0,0,429.46,54.774,0.071234,0.0014798,NaN,79.446,NaN,0.021018,515159,24.313,0.056031,0.68409,0.88188,0.50724,0.056791,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6186e-4,90,0,NaN,14.996,1013.2,340.39,0.01,0.015469
0.41,0.75668,7.1986,48.276,7.1986,48.276,0,0,0,0,0,0,18.6,0,0,0,429.17,54.484,0.07122,0.0014798,NaN,79.431,NaN,0.022314,546918,24.984,0.062916,0.67772,0.87858,0.50085,0.056807,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2167e-4,90,0,NaN,14.995,1013.2,340.39,0.01,0.015675
0.42,0.83108,7.6816,48.414,7.6816,48.414,0,0,0,0,0,0,17.502,0,0,0,428.88,54.193,0.071205,0.0014797,NaN,79.416,NaN,0.023663,579978,25.034,0.07029,0.6716,0.87284,0.4947,0.056824,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8351e-4,90,0,NaN,14.995,1013.2,340.39,0.01,0.015949
0.43,0.91032,8.166,47.556,8.166,47.556,0,0,0,0,0,0,16.52,0,0,0,428.59,53.902,0.071191,0.0014797,NaN,79.401,NaN,0.025023,613324,24.657,0.077915,0.66588,0.86517,0.48895,0.056843,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010455,90,0,NaN,14.994,1013.1,340.39,0.01,0.0164
0.44,0.99436,8.6418,46.698,8.6418,46.698,0,0,0,0,0,0,15.655,0,0,0,428.3,53.609,0.071176,0.0014797,NaN,79.386,NaN,0.026366,646235,24.28,0.085513,0.66062,0.85528,0.48366,0.056862,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011064,90,0,NaN,14.994,1013.1,340.38,0.01,0.016718
# Event LAUNCHROD occurred at t=0.45 seconds
0.45,1.0831,9.109,45.838,9.109,45.875,0,0,0,0,0,1.8351,14.887,0,0,0,428.01,53.317,0.071162,0.0014797,81.513,79.371,0.42167,0.02769,678680,23.809,0.093087,0.65577,0.84414,0.47878,0.056883,0.1201,7.1178,3.0012,-4.167e-4,0,0,0,0,0,0.0011663,90,0,NaN,14.993,1013.1,340.38,0.015,0.017551
0.465,1.2249,9.7942,44.308,9.7942,44.348,-2.0876e-4,0,2.0876e-4,-180,0.02798,1.8935,13.691,0,0.23123,-5.9335e-6,427.64,52.952,0.071143,0.0014796,81.989,79.352,0.51906,0.029616,725860,23.068,0.10403,0.64924,0.82474,0.47221,0.056914,0.12011,6.4204,3.333,4.1187e-4,0,0,0,0,1.3491e-4,0.001254,89.998,0.0010765,NaN,14.992,1013.1,340.38,0.0225,0.01781
0.4875,1.4564,10.784,41.311,10.785,41.358,-0.0013241,0,0.0013241,-180,0.071415,1.9631,12.188,0,0.67823,-5.7746e-5,427.11,52.418,0.071117,0.0014796,82.622,79.324,0.64914,0.032415,794461,21.656,0.1202,0.64068,0.79541,0.46358,0.056963,0.12014,5.5741,3.6174,-3.1996e-4,0,0,0,0,9.6881e-4,0.0013808,89.988,0.0035249,NaN,14.991,1013.1,340.38,0.03375,0.018185
0.52125,1.8437,12.161,37.745,12.162,37.799,-0.0048648,-6.906e-9,0.0048648,-180,0.13863,2.0063,10.37,0,1.5538,-1.4249e-5,426.35,51.656,0.071078,0.0014795,83.445,79.285,0.81903,0.036327,890301,20.215,0.14337,0.63025,0.75547,0.45304,0.057039,0.12017,4.5945,3.7594,-2.8335e-4,0,0,0,0,0.004049,0.0015572,89.951,0.0023411,NaN,14.988,1013,340.38,0.05,0.018472
0.57125,2.4986,14.032,34.644,14.034,34.699,-0.014292,-3.2505e-8,0.014292,-180,0.23798,1.9577,8.3173,0,3.2293,1.0066e-5,425.3,50.606,0.071025,0.0014794,84.456,79.23,1.0288,0.041682,1021481,19.073,0.17685,0.61816,0.70789,0.44078,0.057157,0.12023,3.5496,3.6389,-2.0875e-4,0,0,0,0,0.013284,0.001797,89.833,2.5849e-4,NaN,14.984,1013,340.38,0.05,0.018989
0.62125,3.2436,15.768,32.638,15.771,32.685,-0.028578,-9.5436e-8,0.028578,-180,0.33162,1.7537,6.6521,0,5.2477,6.9901e-5,424.12,49.427,0.070966,0.0014792,85.346,79.168,1.2162,0.046676,1143793,18.2,0.21007,0.60862,0.67061,0.43105,0.057282,0.12028,2.75,3.3162,3.8396e-5,0,0,0,0,0.027974,0.0020194,89.623,-1.8678e-4,NaN,14.979,1012.9,340.38,0.05,0.019444
0.67125,4.0729,17.403,30.935,17.408,30.968,-0.047197,-2.157e-7,0.047197,-180,0.4103,1.4331,5.3195,0,7.4494,3.1639e-4,422.99,48.298,0.070908,0.0014791,86.107,79.109,1.3777,0.051411,1259749,17.463,0.24421,0.60076,0.64265,0.423,0.057414,0.12034,2.1419,2.9042,-7.5417e-6,0,0,0,0,0.046466,0.002229,89.306,-7.9861e-4,NaN,14.974,1012.8,340.37,0.05,0.019822
0.72125,4.9817,18.952,29.995,18.958,30.015,-0.069354,-4.2705e-7,0.069354,-180,0.47291,1.0846,4.4184,0,9.7648,4.2796e-4,421.91,47.221,0.070853,0.001479,86.648,79.052,1.4954,0.055942,1370655,17.055,0.28071,0.5941,0.62396,0.41614,0.057552,0.12041,1.7468,2.5446,4.7152e-4,0,0,0,0,0.067433,0.0024275,88.876,-0.0014433,NaN,14.968,1012.7,340.37,0.05,0.020271
0.77125,5.9669,20.454,29.101,20.46,29.107,-0.094173,-7.8069e-7,0.094173,-180,0.51537,0.57534,3.5363,0,12.121,4.494e-4,420.88,46.186,0.0708,0.0014789,87.2,78.996,1.6148,0.060342,1478344,16.674,0.31823,0.5883,0.60803,0.41013,0.057697,0.12047,1.3727,2.127,-2.0162e-4,0,0,0,0,0.089302,0.0026199,88.328,-0.0015995,NaN,14.961,1012.6,340.37,0.05,0.020786
0.82125,7.026,21.91,28.207,21.917,28.208,-0.12036,-1.3299e-6,0.12036,-180,0.52495,0.23383,2.4198,0,14.254,5.9191e-4,419.86,45.167,0.070747,0.0014788,87.93,78.942,1.7693,0.064596,1582400,16.3,0.35553,0.58322,0.59285,0.40483,0.057848,0.12054,0.91734,1.5148,-4.0283e-4,0,0,0,0,0.10777,0.0028063,87.667,-0.0016215,NaN,14.954,1012.4,340.36,0.05,0.021055
0.87125,8.1568,23.321,27.56,23.326,27.586,-0.14587,-2.1225e-6,0.14587,-180,0.48745,1.1982,1.3521,0,15.766,6.2309e-4,418.85,44.157,0.070695,0.0014787,88.664,78.888,1.9244,0.068726,1683424,16.044,0.39492,0.57872,0.58184,0.4001,0.058005,0.12061,0.50079,0.84739,-3.464e-4,0,0,0,0,0.11648,0.0029868,86.914,-0.0015331,NaN,14.947,1012.3,340.36,0.05,0.021305
0.92125,9.3573,24.699,26.968,24.703,27.056,-0.16835,-3.194e-6,0.16835,-180,0.40298,2.1819,0.4823,0,16.59,0.0022889,417.87,43.179,0.070643,0.0014786,89.289,78.835,2.0579,0.072782,1782588,15.825,0.43769,0.57465,0.57506,0.39579,0.058168,0.12069,0.17521,0.24604,-4.2257e-4,0,0,0,0,0.115,0.0031629,86.102,-0.0015331,NaN,14.939,1012.2,340.35,0.05,0.021553
0.97125,10.626,26.046,26.338,26.048,26.533,-0.1853,-4.59e-6,0.1853,-180,0.26642,3.2117,0.30682,0,-16.474,0.0030626,416.91,42.222,0.070593,0.0014785,89.419,78.783,2.0936,0.076758,1879746,15.606,0.48341,0.57096,0.57113,0.39186,0.058337,0.12077,0.11103,0.33482,2.5518e-4,0,0,0,0,-0.10196,0.0033351,85.271,-0.0017466,NaN,14.931,1012,340.35,0.05,0.021992
1.0213,11.961,27.362,25.731,27.362,26.06,-0.19418,-6.4105e-6,0.19418,-180,0.080703,4.123,0.83066,0,-15.472,9.8812e-4,415.95,41.265,0.070543,0.0014784,89.037,78.731,2.0289,0.080666,1975226,15.404,0.5316,0.56759,0.56877,0.38823,0.058513,0.12085,0.3042,0.69907,3.3149e-4,0,0,0,0,-0.081432,0.0035033,84.469,-0.0019613,NaN,14.922,1011.8,340.34,0.05,0.02271
1.0713,13.361,28.646,25.229,28.647,25.731,-0.19271,-8.7705e-6,0.19271,-180,0.14759,5.0574,1.3215,0,-13.791,4.9059e-4,415.01,40.321,0.070493,0.0014783,88.689,78.679,1.9704,0.084484,2068476,15.258,0.58166,0.56452,0.56743,0.3849,0.058693,0.12093,0.48933,1.0232,2.074e-4,0,0,0,0,-0.058982,0.0036678,83.734,-0.0021332,NaN,14.913,1011.7,340.34,0.05,0.023611
1.1213,14.825,29.904,24.702,29.907,25.435,-0.17855,-1.1747e-5,0.17855,-180,0.42761,6.0615,1.8615,0,-11.109,1.5734e-4,414.09,39.397,0.070444,0.0014782,88.314,78.628,1.9067,0.088208,2159367,15.116,0.63385,0.56172,0.56734,0.38183,0.058876,0.12101,0.69756,1.3652,2.9382e-4,0,0,0,0,-0.035113,0.0038293,83.108,-0.0022896,NaN,14.904,1011.5,340.33,0.05,0.024256
1.1713,16.351,31.136,24.201,31.145,25.141,-0.14922,-1.5456e-5,0.14922,-179.99,0.75192,6.8105,2.1712,0,-7.5624,-1.8727e-4,413.17,38.478,0.070395,0.0014781,88.104,78.577,1.8753,0.091867,2248636,14.977,0.68655,0.55914,0.56664,0.37897,0.059064,0.1211,0.81923,1.5518,-4.9155e-4,0,0,0,0,-0.015001,0.003988,82.638,-0.0024344,NaN,14.894,1011.3,340.32,0.05,0.026062
1.2213,17.938,32.345,23.887,32.363,24.914,-0.10288,-1.9938e-5,0.10288,-179.99,1.1042,7.0813,2.1273,0,-3.458,6.1782e-4,412.25,37.564,0.070346,0.001478,88.135,78.527,1.8914,0.095483,2336837,14.888,0.73797,0.55673,0.56392,0.37628,0.059258,0.12119,0.80199,1.5196,2.5445e-4,0,0,0,0,-0.0029037,0.0041444,82.361,-0.0023631,NaN,14.883,1011.1,340.32,0.048615,0.027027
1.2699,19.539,33.507,23.703,33.538,24.66,-0.040893,-2.4973e-5,0.040893,-179.97,1.4438,6.8024,1.76,0,0.39358,0.0014635,411.36,36.674,0.070298,0.0014779,88.387,78.477,1.9508,0.098992,2422365,14.816,0.78684,0.55452,0.5595,0.3738,0.059453,0.12127,0.65828,1.2839,3.6919e-4,0,0,0,0,3.4997e-5,0.0042952,82.288,-0.0020597,NaN,14.873,1011,340.31,0.05,0.027363
1.3199,21.244,34.693,23.556,34.739,24.352,0.039592,-3.0582e-5,0.039592,-0.044257,1.7706,6.1788,1.2612,-5.3164e-7,3.7841,0.0015129,410.48,35.792,0.07025,0.0014778,88.736,78.428,2.0293,0.10258,2509692,14.742,0.83788,0.5524,0.555,0.37137,0.05966,0.12137,0.46662,0.94429,-2.1876e-4,0,0,0,0,0.0030132,0.0044495,82.396,-0.00152,NaN,14.862,1010.8,340.31,0.05,0.027617
1.3699,23.008,35.874,23.429,35.933,24.04,0.13551,-3.6239e-5,0.13551,-0.015323,2.0597,5.3831,0.75758,-4.0294e-7,6.204,0.0013843,409.59,34.897,0.070202,0.0014777,89.097,78.377,2.1102,0.10612,2596020,14.668,0.89072,0.5504,0.55136,0.36907,0.059873,0.12146,0.2772,0.57734,-1.3602e-4,0,0,0,0,0.0075674,0.0046029,82.65,-0.0010164,NaN,14.85,1010.6,340.3,0.05,0.027915
